genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,runtime,budget_est,revenue,imdb_id,req_title,production_companies
"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365,131.0,61000000.0,312296056.0,tt4046784,0.0,"['Temple Hill Entertainment', 'Gotham Group', 'TSG Entertainment', '20th Century Fox']"
"[28, 12, 16, 14]",303857,ja,ドラゴンボールZ 復活の「F」,16.858,2015-08-04,Dragon Ball Z: Resurrection 'F',6.7,680,93.0,5000000.0,61768190.0,tt3819668,0.0,"['Fox International Productions', 'Toei Animation', 'Fizz Sound Creation']"
"[80, 53, 28]",201088,en,Blackhat,16.824,2015-01-16,Blackhat,5.3,1165,133.0,70000000.0,17752940.0,tt2717822,0.0,"['Universal Pictures', 'Forward Pass', 'Legendary Pictures']"
"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,106.0,90000000.0,146936910.0,tt1618442,0.0,"['NeoReel', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'Goldmann Pictures', 'Aperture Entertainment', 'TIK Films', 'One Race']"
"[18, 36, 10752]",387,de,Das Boot,16.554000000000002,1982-02-10,Das Boot,8.1,981,150.0,14000000.0,85000000.0,tt0082096,0.0,"['Radiant Film GmbH', 'Südwestdeutscher Rundfunk', 'Bavaria Film', 'Twin Bros. Productions', 'Columbia Pictures', 'WDR']"
"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,89.0,80000000.0,473226958.0,tt2510894,0.0,"['Sony Pictures', 'Columbia Pictures', 'Sony Pictures Animation']"
"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837,100.0,120000000.0,167977596.0,tt1502712,0.0,"['Moving Picture Company', 'Marvel Entertainment', 'TSG Entertainment', 'Marv Films', 'Genre Films', '20th Century Fox', 'Constantin Film']"
[18],312221,en,Creed,16.355999999999998,2015-11-25,Creed,7.3,4010,133.0,37000000.0,173567581.0,tt3076658,0.0,"['Metro-Goldwyn-Mayer', 'Warner Bros. Pictures', 'New Line Cinema']"
"[18, 53, 36]",314365,en,Spotlight,16.354,2015-11-06,Spotlight,7.8,4935,129.0,20000000.0,98690254.0,tt1895587,0.0,"['Participant Media', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media', 'Open Road Films']"
[53],72784,en,The Loft,15.995,2015-01-30,The Loft,6.4,755,108.0,14000000.0,10076790.0,tt1850397,0.0,"['Open Road Films', 'Dark Castle Entertainment', 'Anonymous Content']"
"[878, 28, 27, 53, 12, 14]",36648,en,Blade: Trinity,15.99,2004-12-08,Blade: Trinity,5.7,2058,123.0,65000000.0,128905366.0,tt0359013,0.0,"['Marvel Enterprises', 'New Line Cinema', 'Amen Ra Films', 'Shawn Danielle Productions Ltd.', 'Imaginary Forces', 'Peter Frankfurt Productions']"
"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.940999999999999,2015-04-17,Paul Blart: Mall Cop 2,5.0,900,94.0,38000000.0,107597242.0,tt3450650,0.0,"['Columbia Pictures', 'Happy Madison Productions', 'Hey Eddie', 'LStar Capital', 'Sony Pictures']"
[35],252838,en,The Wedding Ringer,15.876,2015-01-16,The Wedding Ringer,6.5,961,101.0,23000000.0,79799880.0,tt0884732,0.0,"['Screen Gems', 'LStar Capital', 'Miramax']"
"[53, 35, 18, 10749, 878]",254320,en,The Lobster,15.64,2016-05-13,The Lobster,6.9,2895,118.0,4000000.0,15656193.0,tt3464902,0.0,"['Scarlet Films', 'Haut et Court', 'Eurimages', 'Lemming Film', 'Element Pictures', 'Nederlands Fonds voor de Film', 'Greek Film Centre', 'Ciné+', 'Faliro House Productions', 'Institut Français', ""L'Aide aux Cinémas du Monde"", 'Limp Films', 'Ministère des Affaires étrangères et du Développement International', 'Film4 Productions', 'CNC', 'Canal+', 'Protagonist Pictures']"
"[18, 9648]",280996,en,Mr. Holmes,15.14,2015-07-17,Mr. Holmes,6.5,1101,104.0,11000000.0,29355203.0,tt3168230,0.0,"['FilmNation Entertainment', 'BBC Films', 'See-Saw Films', 'Archer Gray', 'AI-Film']"
"[18, 10749]",311291,en,45 Years,15.068,2015-12-23,45 Years,6.5,428,95.0,0.0,4250507.0,tt3544082,0.0,"['Artificial Eye', 'The Bureau', 'Creative England', 'British Film Institute', 'Film4 Productions']"
[27],94365,en,The Human Centipede 3 (Final Sequence),15.02,2015-05-22,The Human Centipede 3 (Final Sequence),3.7,317,103.0,0.0,16184.0,tt1883367,0.0,['Six Entertainment']
"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.972999999999999,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,92.0,0.0,233755553.0,tt2974918,0.0,"['TSG Entertainment', 'Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Productions', 'Sunswept Entertainment']"
"[16, 35, 12, 10751]",170522,fr,Astérix: Le domaine des dieux,14.943,2015-01-02,Asterix: The Mansions of the Gods,6.8,704,85.0,30000000.0,42830578.0,tt3759416,0.0,"['Canal+', 'M6 Films', 'M6 Studio', 'Belvision', 'Mikros Image', 'Ciné+', 'M6', 'Société Nouvelle de Cinématographie (SNC)', 'W9', 'CNC', 'Grid Animation']"
[35],274167,en,Daddy's Home,14.847000000000001,2015-12-25,Daddy's Home,6.1,1688,96.0,50000000.0,242786137.0,tt1528854,0.0,"['Paramount', 'Gary Sanchez Productions', 'Red Granite Pictures']"
"[10770, 12, 28, 35, 10751]",277217,en,Descendants,14.749,2015-07-31,Descendants,6.8,1090,112.0,0.0,0.0,tt3440298,0.0,"['Disney Channel', 'Bad Angels Productions, Ltd.', 'A 5678 Production']"
"[18, 80]",261023,en,Black Mass,14.645999999999999,2015-09-18,Black Mass,6.4,2020,123.0,53000000.0,98837872.0,tt1355683,0.0,"['Vendian Entertainment', 'Infinitum Nihil', 'Head Gear Films', 'Cross Creek Pictures', 'Free State Pictures', 'RatPac-Dune Entertainment', 'Le Grisbi Productions']"
"[53, 878, 28, 12]",307663,en,Vice,14.640999999999998,2015-01-16,Vice,4.3,312,96.0,10000000.0,0.0,tt3480796,0.0,"['Grindstone Entertainment Group', 'EFO Films', 'K5 International', 'Aperture Entertainment']"
[35],257211,en,The Intern,14.377,2015-09-25,The Intern,7.1,3373,121.0,35000000.0,194564672.0,tt2361509,0.0,['Waverly Films']
"[35, 10749]",277547,en,Playing It Cool,14.344000000000001,2015-02-13,Playing It Cool,5.9,426,94.0,0.0,1323415.0,tt2139555,0.0,"['Wonderland Sound and Vision', 'Voltage Pictures']"
"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,122.0,100000000.0,93920758.0,tt1390411,0.0,"['Imagine Entertainment', 'Spring Creek Productions', 'Roth Films', 'Kjam Media', 'Cott Productions', 'Surf Film', 'Enelmar Productions, A.I.E.', 'Warner Bros. Pictures', 'Village Roadshow Pictures']"
"[35, 18]",318846,en,The Big Short,14.327,2015-12-11,The Big Short,7.3,4657,131.0,28000000.0,133346506.0,tt1596363,0.0,"['Plan B Entertainment', 'Paramount', 'Regency Enterprises']"
[18],157851,en,Maps to the Stars,14.312000000000001,2015-02-27,Maps to the Stars,6.0,604,112.0,15000000.0,1338365.0,tt2172584,0.0,"['Prospero Pictures', 'Sentient Entertainment', 'SBS Productions', 'Integral Film']"
"[35, 10749, 80, 18, 9648]",171274,en,Inherent Vice,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,149.0,20000000.0,14710975.0,tt1791528,0.0,"['IAC Films', 'Ghoulardi Film Company', 'Warner Bros. Pictures']"
[35],296099,en,Vacation,14.227,2015-07-29,Vacation,6.2,1934,99.0,31000000.0,104384188.0,tt1524930,0.0,"['New Line Cinema', 'BenderSpink', 'David Dobkin Productions']"
"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,2015-08-21,Hitman: Agent 47,5.6,1764,96.0,35000000.0,81967450.0,tt2679042,0.0,"['Québec Production Services Tax Credit', 'Daybreak Productions', 'Prime Universe Productions', 'Giant Pictures', 'TSG Entertainment', 'Dayday Films', 'Ingenious Media', 'Fox International Productions', 'Deutscher Filmförderfonds', '20th Century Fox', 'Medienboard Berlin-Brandenburg']"
"[28, 80, 18]",290764,en,Tracers,14.055,2015-03-20,Tracers,5.9,675,94.0,11000000.0,593683.0,tt2401097,0.0,"['Melbarken', 'Saban Films', 'Cowtown Cinema Ventures', 'Temple Hill Entertainment', 'Freerunning', 'Senator Film']"
"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,92.0,74000000.0,311594032.0,tt2279373,0.0,"['Paramount Animation', 'Paramount', 'Nickelodeon Movies', 'Nickelodeon Animation Studio', 'United Plankton Pictures', 'Disruption Entertainment']"
[35],188222,en,Entourage,13.802,2015-06-03,Entourage,6.2,647,104.0,30000000.0,49263404.0,tt1674771,0.0,"['Closest to the Hole Productions', 'Warner Bros. Pictures']"
"[878, 53]",206487,en,Predestination,13.625,2015-01-09,Predestination,7.4,3332,97.0,5500000.0,4942449.0,tt2397535,0.0,"['Screen Queensland', 'Screen Australia', 'Blacklab Entertainment', 'Wolfhound Pictures']"
"[35, 12, 10751]",116149,en,Paddington,13.565,2015-01-16,Paddington,7.0,1904,96.0,55000000.0,259207227.0,tt1109624,0.0,"['Heyday Films', 'StudioCanal', 'Anton Capital Entertainment (ACE)', 'TF1 Films Production', 'Canal+', 'Ciné+', 'TF1', 'Amazon Prime Video', 'The Weinstein Company']"
"[9648, 27]",310131,en,The Witch,13.493,2016-02-19,The Witch,6.6,2931,92.0,4000000.0,40423945.0,tt4263482,0.0,"['Very Special Projects', 'Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Pulse Films', 'Scythia Films', 'Code Red Productions', 'Mott Street Pictures']"
"[53, 28, 80, 9648]",287948,en,The Transporter Refueled,13.427999999999999,2015-09-04,The Transporter Refueled,5.4,836,96.0,25000000.0,72629670.0,tt2938956,0.0,"['EuropaCorp', 'TF1 Films Production', 'Fundamental Films', 'Belgium Film Fund', 'Canal+', 'OCS', 'TF1', 'Télé Monté Carlo', 'The tax shelter of the Belgian Federal Government']"
"[27, 35]",296503,en,Dude Bro Party Massacre III,13.267000000000001,2015-06-13,Dude Bro Party Massacre III,5.9,38,101.0,0.0,0.0,tt3699692,0.0,"['Snoot Entertainment', '5-Second Films']"
"[35, 12]",210860,en,Mortdecai,13.263,2015-01-23,Mortdecai,5.4,1666,106.0,60000000.0,30418560.0,tt3045616,0.0,"['Lionsgate', 'Mad Chance', 'Infinitum Nihil', 'OddLot Entertainment', 'Huayi Brothers Pictures']"
"[10749, 18]",258480,en,Carol,13.095999999999998,2015-11-20,Carol,7.4,1949,118.0,0.0,40272135.0,tt2402927,0.0,"['Killer Films', 'Number 9 Films', 'Film4 Productions']"
"[12, 10751, 14]",266647,en,Pan,13.054,2015-10-09,Pan,5.9,1701,111.0,150000000.0,128388320.0,tt3332064,0.0,"['Moving Picture Company', 'Berlanti Productions', 'RatPac-Dune Entertainment', 'Warner Bros. Pictures', 'Isobel Griffiths', 'Prime Focus Ltd.']"
"[27, 18, 9648]",287424,en,Maggie,13.0,2015-05-08,Maggie,5.3,958,95.0,4000000.0,187112.0,tt1881002,0.0,"['Sly Predator', 'Lionsgate', 'Grindstone Entertainment Group', 'Lotus Entertainment', 'Silver Reel', 'Gold Star Films', 'Matt Baer Films']"
"[53, 18]",296098,en,Bridge of Spies,12.835999999999999,2015-10-16,Bridge of Spies,7.2,4313,141.0,40000000.0,165478348.0,tt3682448,0.0,"['TSG Entertainment', 'Amblin Entertainment', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Marc Platt Productions', 'Participant Media', 'Reliance Entertainment', 'DreamWorks Pictures']"
"[14, 35, 16, 878, 10751]",228161,en,Home,12.835,2015-03-27,Home,6.8,2372,94.0,135000000.0,368871007.0,tt2224026,0.0,['DreamWorks Animation']
[18],321741,en,Concussion,12.809000000000001,2015-12-25,Concussion,7.1,1435,123.0,35000000.0,50363790.0,tt3322364,0.0,"['Village Roadshow Pictures', 'Columbia Pictures', 'The Cantillon Company', 'LStar Capital', 'Scott Free Productions', 'The Shuman Company', 'Sony Pictures']"
"[18, 35]",295964,en,Burnt,12.761,2015-10-23,Burnt,6.4,1841,100.0,20000000.0,36606743.0,tt2503944,0.0,"['PeaPie Films', 'Double Feature Films', '3 Arts Entertainment']"
[28],289720,en,Outcast,12.581,2015-02-27,Outcast,4.7,223,98.0,25000000.0,5148503.0,tt1552224,0.0,"['Media Max Productions', 'Notorious Films', '22h22']"
"[28, 14, 12]",297291,en,The Scorpion King: Quest for Power,12.569,2015-01-21,The Scorpion King: Quest for Power,4.6,86,105.0,0.0,0.0,tt3086386,1.0,"['Universal Pictures', 'Universal 1440 Entertainment']"
"[10751, 16, 35, 12]",263109,en,Shaun the Sheep Movie,12.555,2015-08-05,Shaun the Sheep Movie,6.9,713,85.0,25000000.0,106209378.0,tt2872750,0.0,"['Aardman Animations', 'Anton Capital Entertainment (ACE)', 'StudioCanal']"
"[28, 35, 80]",238713,en,Spy,12.54,2015-06-05,Spy,6.8,3917,120.0,65000000.0,235666219.0,tt3079380,0.0,"['Chernin Entertainment', 'Feigco Entertainment', '20th Century Fox', 'TSG Entertainment']"
"[28, 12]",308504,en,Last Knights,12.334000000000001,2015-04-03,Last Knights,6.3,531,115.0,40000000.0,3643591.0,tt2493486,0.0,"['Luka Productions', 'Route One Entertainment', 'Sovik Global Contents Fund', 'DMM.com', 'Union Investment Partners', 'CJ Entertainment', 'Channel A', 'Czech Anglo Productions', 'Lotte Entertainment', 'Maeil Broadcasting Network']"
"[80, 18, 53]",241239,en,A Most Violent Year,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,125.0,20000000.0,12007070.0,tt2937898,0.0,"['Participant Media', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'Old Bull Pictures', 'CounterNarrative Films']"
"[27, 53]",357096,en,I Spit on Your Grave III: Vengeance is Mine,12.171,2015-10-09,I Spit on Your Grave III: Vengeance is Mine,5.3,390,91.0,0.0,0.0,tt4530884,0.0,['CineTel Films']
"[18, 53]",87492,en,Foxcatcher,12.169,2015-01-16,Foxcatcher,6.6,1407,134.0,24000000.0,12096300.0,tt1100089,0.0,"['Annapurna Pictures', 'MRC', 'Likely Story']"
"[878, 28, 16, 12]",297556,en,Justice League: Throne of Atlantis,12.137,2015-01-27,Justice League: Throne of Atlantis,6.7,404,72.0,3500000.0,0.0,tt3878542,0.0,"['DC Comics', 'DC Entertainment', 'Warner Bros. Animation']"
[35],257091,en,Get Hard,12.129000000000001,2015-03-27,Get Hard,6.0,1469,100.0,40000000.0,111811453.0,tt2561572,0.0,"['Gary Sanchez Productions', 'Warner Bros. Pictures']"
"[53, 9648]",328425,en,The Gift,12.097000000000001,2015-08-07,The Gift,6.7,1797,108.0,5000000.0,58978653.0,tt4178092,0.0,"['Blumhouse Productions', 'Blue-Tongue Films', 'STX Entertainment', 'Ahimsa Films', 'Universal Pictures', 'Huayi Brothers Pictures']"
"[18, 10749]",167073,en,Brooklyn,12.083,2015-11-04,Brooklyn,7.3,1912,111.0,11000000.0,62076141.0,tt2381111,0.0,"['Wildgaze Films', 'Item 7', 'Parallel Films', 'Screen Ireland']"
[18],306819,en,The Danish Girl,12.082,2015-11-27,The Danish Girl,7.7,3655,119.0,15000000.0,64191523.0,tt0810819,0.0,"['Pretty Pictures', 'Working Title Films', 'Artémis Productions', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Taxshelter. be', 'Shelter Productions', 'Senator Global Productions', 'Kvinde Films', 'ReVision Pictures', 'Copenhagen Film Fund']"
"[27, 37]",294963,en,Bone Tomahawk,11.890999999999998,2015-10-23,Bone Tomahawk,6.8,905,132.0,1800000.0,0.0,tt2494362,0.0,"['Caliber Media Company', 'The Fyzz', 'Realmbuilders Productions', 'Twilight Riders', 'The Jokers', 'Platinum Platypus']"
"[28, 53]",326425,en,Extraction,11.882,2015-12-18,Extraction,4.5,175,83.0,0.0,16775.0,tt4382872,0.0,"['EFO Films', 'Oasis Films', 'Aperture Entertainment', 'Twirly Films Limited', 'Lionsgate']"
"[12, 18, 53]",285783,en,The Walk,11.754000000000001,2015-10-02,The Walk,6.9,1906,123.0,35000000.0,61181942.0,tt3488710,0.0,"['TriStar Pictures', 'ImageMovers', 'Sony Pictures']"
"[18, 10402]",277216,en,Straight Outta Compton,11.731,2015-08-14,Straight Outta Compton,7.7,2048,147.0,28000000.0,201634991.0,tt1398426,0.0,"['Broken Chair Flickz', 'Universal Pictures', 'Legendary Pictures', 'New Line Cinema', 'Cube Vision', 'Crucial Films']"
"[12, 16, 14]",15283,ja,平成狸合戦ぽんぽこ,11.588,2005-08-16,Pom Poko,7.1,368,119.0,0.0,0.0,tt0110008,0.0,['Studio Ghibli']
"[18, 9648, 10749]",286565,en,Paper Towns,11.564,2015-07-24,Paper Towns,6.0,3587,109.0,12000000.0,85512300.0,tt3622592,0.0,['Fox 2000 Pictures']
"[12, 16, 10751]",297270,en,Tinker Bell and the Legend of the NeverBeast,11.487,2015-03-03,Tinker Bell and the Legend of the NeverBeast,6.8,486,77.0,0.0,0.0,tt3120408,0.0,['DisneyToon Studios']
"[10752, 18]",256917,en,The Water Diviner,11.479000000000001,2015-04-24,The Water Diviner,6.8,682,112.0,22500000.0,15520023.0,tt3007512,0.0,"['Fear of God Films', 'Hopscotch Features']"
"[16, 14]",315465,ja,バケモノの子,11.434000000000001,2016-03-04,The Boy and the Beast,8.0,659,119.0,0.0,490643.0,tt4272866,0.0,"['Nippon Television Network Corporation', 'Studio Chizu', 'KADOKAWA', 'Toho Company, Ltd.', 'VAP', 'DENTSU', 'Yomiuri Telecasting Corporation', 'D.N. Dream Partners', 'Sapporo Television Broadcasting Company', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting Company (CTV)', 'Hiroshima Telecasting (HTV)', 'Fukuoka Broadcasting System (FBS)']"
[53],310133,en,Cop Car,11.414000000000001,2015-08-07,Cop Car,5.8,452,86.0,0.0,134552.0,tt3813310,0.0,"['End Cue', 'Park Pictures Features', 'Audax Films', 'Dark Arts Film']"
"[12, 35, 16, 10751]",227973,en,The Peanuts Movie,11.344000000000001,2015-11-01,The Peanuts Movie,6.6,894,88.0,99000000.0,246233113.0,tt2452042,0.0,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']"
[99],293310,en,Citizenfour,11.334000000000001,2014-10-24,Citizenfour,7.9,713,114.0,0.0,3003169.0,tt4044364,0.0,"['Praxis Films', 'Participant Media', 'HBO Documentary Films', 'JustFilms / Ford Foundation', 'The Bertha Foundation']"
"[35, 27]",246741,en,What We Do in the Shadows,11.186,2015-02-13,What We Do in the Shadows,7.6,1594,86.0,1600000.0,6263224.0,tt3416742,0.0,"['Unison Films', 'Defender Films', 'Funny or Die', 'New Zealand Film Commission', 'Resnick Interactive Development']"
"[18, 10749]",228205,en,The Longest Ride,11.168,2015-04-10,The Longest Ride,7.5,1908,128.0,34000000.0,63013281.0,tt2726560,0.0,"['Fox 2000 Pictures', 'Temple Hill Entertainment']"
"[16, 18]",242828,ja,思い出のマーニー,11.134,2015-05-22,When Marnie Was There,7.8,683,103.0,0.0,34949567.0,tt3398268,0.0,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI Corporation', 'Mitsubishi Motors Corporation', 'Nippon Television Network Corporation']"
[35],253344,en,Some Kind of Beautiful,11.119000000000002,2015-08-21,Some Kind of Beautiful,5.7,331,99.0,0.0,0.0,tt1725986,0.0,"['Southpaw Entertainment', 'Irish Dreamtime', 'Das Films', 'Knightsbridge Entertainment', 'Landafar', 'Landafar Entertainment', 'Envision Entertainment', 'PalmStar Media']"
[35],266294,en,Sisters,10.993,2015-12-18,Sisters,5.9,922,118.0,30000000.0,105011053.0,tt1850457,0.0,['Little Stranger']
"[18, 9648, 53]",182560,en,Dark Places,10.979000000000001,2015-08-07,Dark Places,5.9,753,113.0,20000000.0,5090852.0,tt2402101,0.0,"['Denver and Delilah Productions', 'Mandalay Vision', 'Exclusive Media', 'Hugo Productions', 'Cuatro Plus Films', 'Da Vinci Media Ventures', 'Daryl Prince Productions']"
[53],284289,en,Beyond the Reach,10.970999999999998,2015-04-17,Beyond the Reach,5.6,198,95.0,0.0,45895.0,tt2911668,0.0,['Furthur Films']
"[28, 18, 36]",11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,160.0,11500005.0,11859533.0,tt0089881,0.0,"['Herald Nippon', 'Greenwich Film Production', 'Herald Ace', 'Toho Company, Ltd.']"
"[18, 10402, 10749, 35]",301351,en,We Are Your Friends,10.809000000000001,2015-08-28,We Are Your Friends,6.3,1241,96.0,6000000.0,11122090.0,tt3787590,0.0,"['Working Title Films', 'StudioCanal', 'Anton Capital Entertainment (ACE)', 'RatPac-Dune Entertainment', 'Shadowcast Pictures', '3dot Productions']"
"[10749, 35, 80, 18]",256591,en,Focus,10.704,2015-02-27,Focus,6.8,4173,105.0,50100000.0,153962963.0,tt2381941,0.0,"['K & S Films', 'RatPac-Dune Entertainment', 'Zaftig Films', 'Warner Bros. Pictures', 'Di Novi Pictures']"
[18],253161,en,Madame Bovary,10.702,2015-06-12,Madame Bovary,5.5,224,118.0,0.0,658532.0,tt2334733,0.0,"['A Company Filmproduktionsgesellschaft', 'Aleph Motion Pictures', 'Aden Film']"
"[28, 12, 14]",300803,en,Dragonheart 3: The Sorcerer's Curse,10.675,2015-02-24,Dragonheart 3: The Sorcerer's Curse,4.8,124,97.0,0.0,0.0,tt3829170,0.0,['Raffaella Productions']
"[53, 878]",220289,en,Coherence,10.613,2013-09-19,Coherence,7.3,1240,89.0,0.0,102617.0,tt2866360,0.0,"['Bellanova Films', 'Ugly Duckling Films']"
"[53, 28, 18, 10752]",252178,en,'71,10.523,2015-02-27,'71,6.8,627,99.0,11000000.0,3200000.0,tt2614684,0.0,"['British Film Institute', 'Screen Yorkshire', 'Creative Scotland', 'Warp Films', 'Crab Apple Films', 'Film4 Productions']"
"[35, 27]",273477,en,Scouts Guide to the Zombie Apocalypse,10.450999999999999,2015-10-30,Scouts Guide to the Zombie Apocalypse,6.2,915,93.0,15000000.0,14860766.0,tt1727776,0.0,"['Paramount', 'Broken Road Productions', 'Brucks Entertainment', 'Oops Doughnuts Productions']"
[53],306947,en,The Invitation,10.424000000000001,2015-03-13,The Invitation,6.5,1063,100.0,0.0,354835.0,tt2400463,0.0,"['XYZ Films', 'Gamechanger Films', 'Lege Artis']"
"[28, 18, 80]",266396,en,The Gunman,10.388,2015-03-20,The Gunman,5.7,583,115.0,40000000.0,13644292.0,tt2515034,0.0,"['StudioCanal', 'Silver Pictures', 'ICAA', 'Nostromo Pictures', 'Anton Capital Entertainment (ACE)', 'ICEC', 'Prone Gunman', 'Prone Gunman A.I.E.', 'Canal+', 'TF1 Films Production']"
[18],300693,en,Truth,10.386,2015-10-16,Truth,6.6,265,125.0,9600000.0,5383097.0,tt3859076,0.0,"['Mythology Entertainment', 'Dirty Films']"
"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723,124.0,60000000.0,101134059.0,tt2446980,0.0,"['TSG Entertainment', 'Davis Entertainment', 'Annapurna Pictures', 'Fox 2000 Pictures', '20th Century Fox']"
"[16, 35, 18, 10749]",291270,en,Anomalisa,10.285,2015-12-30,Anomalisa,7.1,927,90.0,8000000.0,5659286.0,tt2401878,0.0,"['Starburns Industries', 'Harmonius Claptrap', 'Snoot Entertainment']"
"[53, 27, 18]",288158,en,The Woman in Black 2: Angel of Death,10.24,2015-01-02,The Woman in Black 2: Angel of Death,5.1,627,98.0,15000000.0,48854305.0,tt2339741,0.0,"['Vertigo Entertainment', 'Hammer Film Productions', 'Alliance Films', 'Talisman Productions', 'Exclusive Media', 'Da Vinci Media Ventures']"
"[27, 53, 9648]",298312,en,The Visit,10.196,2015-09-11,The Visit,6.2,2634,94.0,5000000.0,98450062.0,tt3567288,0.0,"['Blumhouse Productions', 'Blinding Edge Pictures']"
"[80, 53]",276907,en,Legend,10.195,2015-11-20,Legend,6.8,1692,132.0,25000000.0,42972994.0,tt3569230,0.0,"['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment (ACE)']"
"[35, 37]",347969,en,The Ridiculous 6,10.187000000000001,2015-12-11,The Ridiculous 6,5.0,676,119.0,60000000.0,0.0,tt2479478,0.0,['Happy Madison Productions']
"[53, 27]",243940,en,The Lazarus Effect,10.157,2015-02-27,The Lazarus Effect,5.1,825,83.0,3300000.0,64110728.0,tt2918436,0.0,"['Lionsgate', 'Blumhouse Productions', 'Chapter One Films']"
"[27, 53]",334536,en,The Blackcoat's Daughter,10.152999999999999,2017-03-31,The Blackcoat's Daughter,5.7,254,93.0,0.0,19980.0,tt3286052,0.0,"['Zed Filmworks', 'Paris Film', 'Traveling Picture Show Company (TPSC)', 'Unbroken Pictures', 'Movie Trailer House', 'Eggplant Picture & Sound']"
